active_ingredient,count
vit a/vit d3/vit e/vit c/vit b1/vit b2/vit b3/vit b6/vit b12/folic acid/vit b5/vit b5/vit k/biotin/iron/magnesium/manganese/copper/chrmium/selenium/zinc/evening primrose oil/citrus bioflavonoids/borage/green tea extract/ginkgo biloba extract,1
"live, lentogenic ranikhet (newcastle) disease virus, tanuvas d58 strain)",1
beclometasone dipropionate/clotrimazole,1
clotrimazole/beclomethasone dipropionate/gentamicin sulphate,1
clotrimazole and selenium sulfide,1
ascorbic acid/zinc 1000mg/10mg,1
clotrimazole usp,1
methyl salicylate/ menthol/ turpentine oil/ eucalyptus oil/ camphor cream,1
tinidazole/ciprofloxacin hydrochloride,1
vitamin a/vitamin d3/vitamin e/vitamin k3/vitamin b1/vitamin b2/vitamin b6/vitamin c/folic acid/biotin,1
fenugreek extract/magnesium/rose extract/zinc/chili extract/vitamin b6,1
glucose/alanine/arginine/glycine/histidine/isoleucine/leucine/lysine/methionine/phenylalanine/proline/serine/taurine/threonine/tryptophan/tyrosine/valine/calcium chloride (as dihydrate),1
suxamethonium chloride,1
beclometasone dipropionate/ chloramphenicol/ clotrimazole/ lidocaine hcl,1
live attenuated human rotavirus rix4414 strain,1
"rts,s/as01",1
human papillomavirus types 16 & 18,1
sitagliptin phosphate,1
"amylmetacresol bp and 2,4 dichlorobenzyl alcohol",1
ambroxol hydrochloride/salbutamol sulphate/guaifenesin,1
diclofenac diethylamine/menthol,1
paracetamol/phenylephrine hcl/caffeine/chlorphenamine maleate,1
aluminium hydroxide/ magnesium hydroxide/ dimethicone/sodium alginate,1
acarbose,1
dextromethorphan hcl+phenylephrine hcl+chlorpheniramine maleate,1
"methyl salicylate, racemic menthol,turpentine oil, eucalyptus oil",1
vit d3/vit e/vit c/vit b1/vit b2/vit b3/vit b6/vit b12/folic acid/iron/magnesium/manganese/copper/chromium/selenium/zinc /potassium/natural mixed carotenoids/flaxseed oil/garlic extract/l-carnitine/coq10/omega-3 fish oil,1
coenzyme q10 /vit d3 /vit e /vit c /vit b1 /vit b2 /vit b3 /vit b6 /vit b12 /folic acid /vit b5 /biotin /iron /magnesium /manganese /copper /chromium /selenium /zinc /l-arginine /l-arginine /dl-methionine /l-lysine /glutamic acid /ginseng extract /citrus bioflavonoids- 2mg/2000iu/400iu/15iu/20mg/1.4mg/1.6mg/18mg/2mg/6mcg/120mcg/5mg/3mcg/7.5mg/30mg/2mg/1mg/50mcg/40mcg/12mg/10mg/25mg/25mg/5mg/10mg/42.5mg/10mg,1
evening primrose oil/vitamin a/vitamin d3/vitamin e/vitamin c/vitamin b1/vitamin b2/vitamin b3/vitamin b5/vitamin b6/folic acid/vitamin b12/biotin/iron/magnesium/manganese/copper/chromium/selenium/zinc/calcium/phosphorus/aloe vera extract/borage/citrus bioflavonoid 60%/bilberry extract/ginseng extract/l-carnitine/inositol/leutin 10%/natural mixed carotene (10% oil dispersion)/raspberry extract/achiote extract/ashwagandha extract/tumeric curcumin powder,1
vitamin a/vitamin d3/vitamin e/vitamin c/vitamin b1/vitamin b2/vitamin b3/vitamin b5/vitamin b6/vitamin b7/vitamin b9/vitamin b12/iron/magnesium/manganese/copper/chromium/selenium/zinc/l-carnitine/l01-arginine/d1-methionine/l-glutathione/lecithin/ginseng extract/co-enzyme q10/hawthorne extract/citrus bioflavonoids 60%/leutin 10%/beta carotene 30% dispersion,1
vitamin a/vitamin b1/vitamin b2/vitamin b3/vitamin b5/vitamin b6/vitamin b7/vitamin b9/vitamin b12/vitamin d3/vitamin e/calcium/phosphorus/iron/magnesium/manganese/copper/chromium/selenium/zinc/l-carnitine/l-arginine hcl/ fish oil (providing epa 18% + dha 12%)/l-glutathione/lecithin/ginseng extract/ aloe vera extract 200: i/ashwagandha extract/co-enzyme q10/hawthorne extract/citrus bioflavonoids 60%/leutin 10%/beta carotene 30% dispersion/pumpkin seed oil,1
collagen peptide type ii/hyaluronic acid/glucosamine,1
co-enzyme q10,1
polyethylene glycol /sodium chloride / potassium chloride/sodium bicarbonate,1
vitamin c/citrus bio flavanoid/zinc,1
glucosamine sulphate/ chondroitin sulphate/ methylsulfonyl methane/ vitamin c/ viatmin d3/ vitamin b12,1
phenylephrine hydrochloride/chlorphenamine maleate/paracetamol/caffeine,1
neostigmine methylsulphate,1
miconazole nitrate bp/ chlorhexidine gluconate solution bp,1
sulphur bp,1
diclazuril,1
vitamin d3/vitamin b2/vitamin b6/magnesium/dong quai root/lemon balm extract/red clover/chasteberry fruit/soy bean extract/black cohosh root,1
glimipride,1
ferric ammonium citrate/cyanocobalamin (vit b12)/folic acid,1
neomycin sulphate,1
amoxicillin/clavulanate,1
methylcobalamine/alphalipoic acid/inositol/folic acid/chromium polynicotinate/selemethionine/zinc monomethionine,1
sorbitol/ l-carnitine/ betaine hcl/ choline chloride/ d-panthenol/ magnesium sulphate/ dl-methionine/ vitamin c,1
dexamethasone (as dexamethasone sodium phosphate),1
colistin sulfate/ oxytetracycline hcl/ erythromycin thiocyanate/ streptomycin sulphate/ vitamin a/ vitamin d3/ vitamin e/ vitamin k3/ vitamin b1/ vitamin b2/ nicotinic acid/ calcium d-pantothenate/ vitamin b6/ vitamin b12/ vitamin c/ inositol,1
vitamin a/vitamin d3/vitamin e/vitamin k3/vitamin b1/vitamin b2/vitamin b6/vitamin c/folic acid/biotin/nicotinamide/calcium pantothenate/amino acids,1
potassium citrate/ citrate acid,1
paracetamol/phenylephrine hydrochloride/chlopheniramine maleate,1
iron hydroxide polymaltose complex/folic acidbp / vitamin b12/ zinc sulphat monohydrate,1
iron hydroxide polymatase/vitamin b12,1
satralizumab,1
ubidecarenone bp/l-carnitine,1
taurine/acetylcysteine,1
chlorhexidine gluconate/metronidazole/lidocaine hydrochloride,1
chlorhexidine gluconate/metronidazole/lidocaine hydrochloride gel,1
elemental iron/ folic acid/ zinc sulfate monohydrate/ selenium/ histidine hydrochloride monohydrate/ lysine hydrochloride/ choline bitartrate,1
ferric ammonium citrate/ calcium lactate pentahydrate/ protein hydrosylate (equivalent to 75% of protein) / cyanocobalamin/ folic acid/ zinc sulphate heptahydrate/ selenium/ manganese sulphate/ copper sulphate pentahydrate,1
vitamin c/vitamin e/vitamin b6/folate/vitamin b6/magnesium/chromium/coenzyme q10/grape seed/turmeric extract/boswellia extract/olive extract/soy lecithin,1
vitamin a/vitamin c/vitamin e /zinc /bilberryextract /lutein /zeaxanthin​-750mcg/80mg/30mg/12mg/30mg/20mg/4mg,1
odium /total carbohydrate/protein/vitamin c/vitamin d3/vitamin k2 /thiamine /riboflavin /niacin/vitamin b6 /folate /vitamin b6 /folate /vitamin b12 /biotin /pantothenic acid​ ​5mg/4mg/0.5mg/100mg/62.5mcg/20mcg/1.5mg/0.43mg/20mg/2.0mg/400mcg/50mcg/300mcg/10mg,1
it. c /vit. d /calcium /iron /magnessium /zinc /copper /manganese,1
vitamin e/omega 3 fatty acids/epa/dha/oleic acid,1
sodium /total carbohydrate/protein/vitamin c/vitamin d3/vitamin k2 /thiamine /riboflavin /niacin/vitamin b6 /folate /vitamin b6 /folate /vitamin b12 /biotin /pantothenic acid,1
dietary fibre /calcium /iron /phosphorus /iodine /magnesium /zinc /selenium/copper/manganese/molybdenum,1
"chromium/garcinia, vit c/vit b1/vit b2/niacin, acacia gum,soluble corn fiber,soluble corn dextrin/fructooligosaccharides",1
sodium/total carbohydrate/protein/vitamin c/vitamin d3/vitamin k2/thiamine /riboflavin/niacin/vitamin b6/folate/vitamin b6/folate/vitamin b12/biotin/pantothenic acid,1
"garcinia plus-chromium 100mcg/garcinia 500mg, forever therm-vitamin c 75mg/vitamin b1 1mg/vitamin b2 1.4mg/niacin 10mg and forever fiber- acacia gum/soluble corn fiber /soluble corn dextrin/ fructo-oligosaccharides)",1
"chromium 100mcg/garcinia 500mg, forever therm-vitamin c 75mg/vitamin b1 1mg/vitamin b2 1.4mg/niacin 10mg and forever fiber- acacia gum/soluble corn fiber /soluble corn dextrin/ fructo-oligosaccharides",1
methylcobalamin/alpha lipoic acid/inositol/folic acid/chromium polynicotinate/selenium dioxide/benfotiamine,1
lactulose 3.3g,1
fenticonazole nitrate,1
miconazole nitrate/ metronidazol,1
diclofenac diethylamine/ capsicum oleoresin/ methyl salicyclate/levomenthol,1
iodinated povidone /metronidazole,1
glucosamine sulphate potassium chloride/chondroitin sulphate sodium/ginger extract/vitamin e acetate/zinc/manganese/copper/folic acid,1
glucosamine sulphate/ chondroitin sulphate sodium/ginger extract/vitamin e / zinc/ manganese/ copper/ folic acid,1
vit d3/calcium/magnesium/zinc,1
sylimarin extract/l-carnitine tartrate/choline bitartrate/l-orthine/l-glutathione/inositol/vitamin d3/ vitamin e acetate/vitamin b1 nitrate/vitamin b2/vitamin b6/vitamin b12/nicotinamide/calcium pantothenate/co enzyme q10/iron/zinc/copper/manganese/selenium,1
calcium and elemental phosphorus / magnesium hydroxide equivalent to elemental magnesium / zinc gluconate equivalent to elemental zinc / vitamin d3,1
vitamin b2/vitamin b3/vitamin b6/vitamin b12/ guarana herb extract,1
timolol​ maleate,1
ocrelizumab,1
epoietin beta,1
pertuzumab,1
ketamine hydrochloride,1
chlorocresol,1
clomipramine hydrochloride,1
vitamin a/ vitamin d3 / vitamin e/ vitamin b1 / vitamin b6/ vitamin b12 / vitamin k3 / folic acid / d-pantothenol / nicotinic acid / vitamin c / minerals / lactobacilus rhamnosus & enterococos faecium,1
methoxy polyethlene glycol epoetin beta,1
choriogonadotropin alfa,1
mycophenolate mofetil,1
vitamin c/vitamin e/vitamin b6/vitamin b12/folic acid/zinc/green tea extract/dong qui root extract/selenium/l-carnitine fumarate/ginseng extract,1
vitamin c /vitamin e/vitamin b6/vitamin b12/folic acid/zinc/green tea extract/dong qui root extract/selenium/l-carnitine fumarate/ginseng extract- 80mg/15mg/2mg/2.2mcg/400mcg/15mg/50mg/50mg/50mcg/1500mg/100mg,1
myo-inositol/ d-chiro inositol/ alpha lipoic acid,1
dhea/alpha lipoic aicd/coq10/folate/selenium/zinc/vitamin c/omega 3/vitamin a/omega 3/vitamin a/vitamin e/vitamin b1/vitamin b2/vitamin b3/vitamin b6/vitamin b12/biotin/choline/calcium/iron/iodine/magnesium/vitamin d3,1
vitamin a/vitamin c/vitamin e/zinc/bilberry extract/lutein/zeaxanthin,1
vit a/ vit c/ thiamine/riboflavin/niacin/vit b6/vit d/vit e/folic acid/vit b12/biotin/vit b5/elemental ion/zinc/l-lysine/malt extract,1
pioglitazone hydrochloride,1
warfarin bp,1
neomycin sulphate/polymyxin b sulphate/dexamethasone phosphate/ phenyl mercuric nitrate,1
menotrophin,1
prednicarbate,1
tramadol hydrochloride/paracetamol,1
cytidine-5-disodium monophosphate/uridine-5-disodium monophosphate,1
sertaconazole nitrate,1
tramadol+paracetamol,1
levosulpiride,1
magnesium glutamate hydrobromide/gamma-aminobutyric acid/gamma-amino-beta-hydroxybutyric acid,1
ephedrine,1
triamcinolone acetonide/neomycin sulphate/nystatin,1
travoprost/benzalkonium chloride,1
cefixime (as cefixime trihydrate),1
carboxymethyl cellulose sodium,1
warfarin,1
vit a/vit d3/vit c/vit e/vit b1/vit b2/vit b2/vit b3/vit b6/vit b12/vit b9/vit b7/pantothenic acid/iron/zinc/copper/manganese/chromium/selenium/iodine/silicon/siberian ginseng extract/co-q10/l-carnitine base/phosphotidyl choline 35%,1
sodium cromoglicate,1
natural mixed carotenoids/citrus bioflavonoids/bilberry extract/lutein esters/vit a/vit d/vit e/vit c/thiamin/riboflavin/niacin/vit b6/folic acid/vit b12/pantothenic acid/ magnesium /iron/zinc/copper/manganese/selenium/chromium/iodine,1
methionine / choline chloride / magnesium sulphate/ dl carnitine,1
vitamin a / vitamin d3/ vitamin e 10iu/ vitamin b1 / vitamin b6 / vitamin b12 / vitamin k3 / folic acid / d-pantothenol nicotinic acid/ vitamin c / biotin / folic acid/ choline chloride /amino acids,1
vitamin a/ vitamin d3/ vitamin e/ vitamin b1/ vitamin b6/ vitamin b12 / vitamin k/ folic acid/d-pantothenol / nicotinic acid/ vitamin c/ biotin / choline chloride/amino acids,1
tiamulin hydrogen fumarate/spiramycin/doxycycline hydrate,1
vitamin a/vitamin d3/vitamin e/vitamin k3/vitamin b6/vitamin b2/vitamin b1/pantothenic acid/vitamin b12,1
l-threonine/l-valine/l-methionine/l-isoleucine/l-leucine/l-phenyalanine/l-tryptophan/l-lysine hcl/ascorbic acid,1
ferrous fumarate,1
ferroud fumarate,1
vit d3/vit e/vit c/vit b1/vit b2/vit b3/vit b6/vit b12/vit b9/vit b7/vit b5/magnesium/iron/zinc/copper/manganese/chromium/selenium/lutein esters 15%/green tea extract/phoshatidylcholine 35%/ubidecarenone/l-carnitine/alpha lipoic acid,1
vit d3/ vit e/vit c/vit b1/vit b2/ vit b3/vit b9/vit b12/vit b7/ vit b5/vit k3/vit b6/iron/magnesium/zinc/iodine/copper/selenium/ginger extract/natural mixed carotenoids,1
vit a/vit d3/vit e/beta-carotene/vit b3/vit b5/vit c/vit b1/vit b2/ vit b9/vit b12/vit b6/ vit k3/ zinc/iron/ iodine/magnesium/copper/manganese/chromium/l-cysteine/l-carnitine/citrus and grape skin bioflavonoids/selenium,1
dextran,1
vitamin a/vitamin d3 // vitamin e /thiamine/riboflavin/pyridoxine/niacin/vitamin b12/ folic acid/calcium/phosphorus,1
dextromethorphan hydrobromide bp / diphenhydramine hydrochloride ph,1
cyproheptadine hcl/lysine hcl/vitamin b1/vitamin b6/vitamin b12/nicotinamide,1
zinc sulphate monohydrate,1
vitamin a/ vitamin d3/ vitamin b1/ vitamin b2/ vitamin b6/ nicotinamide,1
cisatracurium besylate,1
glucosamine sulphate 400mg,1
glutamine/ l-glutathione/ l-arginine/ co-q10/ phosphatidylcholine/ phosphatidylserine/ natural mixed carotenoids/vitamin d/vitamin e/vitamin c/thiamin/riboflavin/niacin/vitamin b6/folic acid/vitamin b12/pantothenic acid/magnesium/iron/zinc/copper/manganese/selenium/chromium/iodine,1
l-arginine hydrochloride/l-histidine hydrochloride h2o/l-isoleucine/l-leucine/l-lysine hydrochloride/l-methionine/l-phenylalanine/l-threonine/l-tryptophan/l-valine/glycine/sorbitol,1
spirolactone,1
ferrous fumarate+l-histidine hcl+h2o+l-lysine hcl+glycine+thiamine nitrate+riboflavin+pyridoxine hcl+cyanocobalamin+folic acid+ascorbic acid,1
inactivated oral cholera vaccine,1
msm/spirulina/vitamin c/kelp/bamboo stem extract/zinc/hyaluronic acid/biotin/vitamin b3/vitamin b1/vitamin b5/paba/selenium/vitamin b6/vitamin b2/vitamin a/copper/chromium/vitamin b12,1
1%w/w,1
paracetamol/tramadol hydrochloride,1
ampicillin trihydrate,1
metformin hydrchloride,1
activated vegetarian charcoal,1
adrenaline,1
theonine/valine/methionine/isoleucine/leucine/phenylalanine/tryptophan/lysine hydrochloride/ascorbic acid,1
methyl-2-oxo valerate/calcium-3-methyl-2-oxo-phenylpropionate / calcium-3-methyl-2-oxo-valerate/ calcium-dl-2-hydroxy-4/ l-lysine acetate/ l-threonine/ l-histine/ l-tyrosine/ l-tryptophan,1
vitamin a palmitate/vitamin d3/thiamine hcl/riboflavine/sodium phosphate/pyridoxine hcl/cyanocobalamin/ascorbic acid/nicotinamide,1
"anhydrous citric acid, sodium bicarbonate, magnesium sulphate",1
paracetamol/codeine phosphate,1
(ascorbic acid/ folic acid/ iron (iii) polymaltose/vitamin b12/zinc,1
vitamin e/fish oil/providing eicosapentaenoic acid (epa)/docohexaenoic acid (dha),1
fish oil/vitamin e,1
metoclopramide hydrochloride / benzyl alcohol,1
starflower oil 100 mg/ refined evening primrose 100mg/ citrus bioflavonoids 10mg/ natural mixed carotenoids 30% 2mg/ vitamin e 30mg/ vitamin d3 5 mcg / vitamin c 60 mg/ thiamine mononitrate 10mg riboflavin 5mg/ nicotinamide 36mg ),1
beta carotene (15 % dispersion) 2/ l-l.ysine hydrochloride/ l- arginine/ inositol/ vitamin d3 (400 iu)/ vitamin e/ vitamin k/ vitamin c/ thiamine (vitamin b1)/ riboflavin (vitamin b2)/ niacinamide (vitamin b3)/ vitamin b6/ l- methylfolate/ vitamin b12/biotin/pantothenic acid/magnesium/elemental iron/zinc/copper/manganese/selenium/iodine-2mg/10mg/10mg/10mg/10mcg/4mg/70mcg/80mg/5mg/2mg/20mg/10mg/600mcg/9mcg/150mcg/6mg/150mg/35mg/15mg/1000mcg/0.5mg/55mcg/150mcg and omegamon capsule-each capsule contains dha/epa-300mg/30mg,1
ammonium chloride/ammonium bicarbonate,1
vitamin b1/vitamin b2/vitamin b6/niacinamide/sodium dextropantothenate,1
vitamin a/vitamin b1/vitamin b2/vitamin b3/vitamin b5/vitamin b6/biotin/folic acid/vitamin b12/vitamin c/vitamin d3/vitamin e/vitamin k27/selenium /zinc/ashwagandha,1
n-acetylcysteine/alpha lipoic acid/vitamin d3/selenium,1
vit e,1
vitamin a/vitamin d3/vitamin e/vitamin c/thiamin/riboflavin/niacin/vitamin b6/folic acid/vitamin b12/biotin/pantothenic acid/iron/zinc/manganese/iodine - 800 μg,1
vitamin a/vitamin d3/vitamin e/vitamin c/thiamin/riboflavin/niacin/vitamin b6/folic acid/vitamin b12/biotin/pantothenic acid/iron/zinc/manganese/iodine,1
minoxidil,1
diclofenac diethylamine bp,1
tetracycline hydrochloride ophthalmic usp,1
cyproheptadine hydrochloride/ carnitine hydrochloride/ lysine hydrochloride/ vitamin b1/ vitamin b6/ vitamin b12,1
isopropyl alcohol,1
liver extract/ferric ammonium citrate/vitamin b1/vitamin b2/vitamin b6/magnesium sulphate,1
dextrose monohydrate,1
amoxicillin trihydrate/ clavulanate potassium,1
(each tablet contains griseofulvin,1
dic​lofenac diethylamine/linseed oil/methyl salicylate/menthol gel,1
ephedrine hcl/ paracetamol/ caffeine anhydrous,1
amoxicillin trihydrate bp equivalent to amoxicillin/flucloxacillin sodium bp equivalent to flucloxacillin,1
lisinopril dihydrate bp equivalent to lisinopril,1
erythromycin thiocyanate/ oxytetracycline hydrochloride/ streptomycin sulfate/ colistin sulphate/ vitamin a/ vitamin d3/ vitamin e/ vitamin c,1
guaphenesin/diphenhydramine hcl/menthol,1
paracetamol/aspirin/caffeine,1
doxycyline hyclate,1
thiamine hcl/ riboflavin/ pyridoxine/ nicotinamde/folic acid/manganese sulphate/green ferric ammonium citrate/lysine hcl/ caffeine citrate/citric acid monohydrate,1
ceftriaxone sodium 1g,1
ceftriaxone sodium 250mg,1
ceftriaxone sodium 2g,1
ceftriaxone sodium 500mg,1
doramectin,1
iron dextran/ vitamin b12,1
tylosin tartrate/ doxycyline hyclate/bromhexine hydrochloride/ vitamin a/vitamin b1/ vitamin b2/vitamin b6/vitamin b12/ vitamin c/vitamin d3/vitamin e/nicotinic acid,1
vitamin b1/niacinamide/riboflavine/pyridoxine hydrochloride,1
ivermectin/praziquantel,1
azithromycin usp,1
vitamin a/vitamin d3/vitamin b1/vitamin b2/vitamin b6,1
cyproheptadine hcl / multivitamins,1
omeprazole usp,1
ferric ammonium citrate usp/ zinc sulphate usp/ folic acid / cyanocobalamin bp/ selenium/ sodium selenite bp/ vit e acetate bp,1
paracetamol/aspirin/ caffeine,1
vitamin b3/ vitamin c/ vitamin d3/ vitamin b2/ niacinamide/ vitamin b6/ vitamin b12/ folic acid/ d-panthenol/ iron/ zinc/ copper,1
metronidazole benzoate b.p. equivalent to metronidazole,1
sodium chloride bp/ glucoseanhydrous,1
tobvital tablets (each tablet contains vitamin a/vitamin d3/vitamin b1/vitamin b2/vitamin b6/nvitamin a/vitamin d3/vitamin b1/vitamin b2/vitamin b6/nicotinamide(vit b3),1
vitamin a/vitamin d3/vitamin b1/vitamin b2/vitamin b6/vitamin b3,1
retinol acetate/ cholecalciferol/ alpha-tocopherol acetate/ thiamine hydrochloride / riboflavin sodium phosphate / pyridoxine hydrochloride / cyanocobalamin / ascorbic acid 40mg/ menadione sodium bisulphate / folic acid / biotin / minerals/ amino acids,1
procaine penicillin g/ dihydrostreptomycin sulfate,1
thiamine mononitrate/riboflavin/nicotinamide,1
denatured alcohol,1
ferric oxide in complex with sucrose,1
menthol/lemon oil/vitamin c,1
cyproheptadine and multivitamin,1
dextran 70/ hydrocypropyl methylcellulose,1
streptomycin sulphate,1
amoxicillin sodium+clavulanic acid,1
loperamide hydrochlorid,1
promethazine hydrochloride,1
fungal diastase (1:800)/ papain / simethicone / activated charcoal / nicotinamide,1
potassium citrate/ citric acid,1
ammonium chloride/ ammonium bicarbonate/ liquid liquorice extract,1
copper (as copper chelate)/zinc (as zinc chelate),1
procaine benzylpenicillin/dihydrostreptomycin sulphate,1
vitamin a/ vitamin d3/ vitamin e/ vitamin k3/ vitamin b1/ vitamin b6/ ascorbic acid/ dexpanthenol/ alanine/ arginine/ aspartic acid/ gluatmic acid/ glycine/ histidine/ isoleucine/ leucine/ lysine/ methionine,1
acetyl dl-methionine / choline chloride/ benzylpenicillin procaine/ dihydrostreptomycin sulfate/ alpha-tocopherol acetate (oily)/ thiamine hcl/ riboflavin sodium phosphate/ pyridoxine hcl/ cyanocobalamin/ vitamin c/ nicotinamide/ calcium d-pantothenate,1
vitamin a/ vitamin d3/ vitamin e/ vitamin k3/ vitamin b1 / vitamin b6/ ascorbic acid/ dexpanthenol/ alanine/ arginine/ aspartic acid/ glutamic acid/ glycine/ histidine/ isoleucine/ leucine/ lysine/ methionine/ phenylalanine/ proline/ serine/ threonine,1
vitamin c/ferric pyrophosphate/glycine/l-methyl folate (folic acid)/vitamin b12,1
vitamin a palmitate/vitamin d3/vitamin e (acetate)/vitamin b1/vitamin b6/vitamin b12/niacinamide/vitamin c/d-panthenol/l-lysine hydrochloride/iron/zinc/magnesium,1
aluminium hydroxide / magnesium hydroxide,1
fluocinolone acetonide/miconazole nitrate/gentamicin sulphate,1
evening primrose oil/gamma linolenic acid,1
vitamin c/zinc/bioflavonoid,1
clindamycin palmitate hydrochloride,1
pregabalin 150mg,1
noradrenaline acid tartrate,1
maltodextrin/dried liver powder/valerian root powder/rosemary extract/chamomile extract/lavender extract,1
thiamine / riboflavin / pyridoxine / niacin / pantothenic acid / vitamin a / vitamin d / vitamin e / calcium,1
praziquantel/pyrantel pamoate,1
brewers yeast/glucosamine/msm/chondroitin,1
sulfamethoxypyridazine/sulfadimidine sodium/trimethoprim/tylosin/vitamin a/ vitamin k3/vitamin c/vitamin b12/vitamin b2/vitamin b6/ vitamin b12/dextrose,1
tylosin tartrate+neomycin sulphate,1
dexrabeprazole sodium,1
tylosin/ doxycycline/ bromhexine/ vitamin a/ vitamin c/ vitamin b1/ vitamin b2/ vitamin b6/ vitamin b12,1
colistin/vitamin a/vitamin d3/vitamin e/vitamin k3/vitamin b1/vitamin b2/vitamin b6/vitamin b12/calcium pantothenate/folic acid/l-lysine/dl-methionine/lactose qs,1
neomycin sulphate/ doxycycline hydrochloride,1
vitamin c/ l-carnitine/ vitamin b1/ vitamin b6,1
acetaminophen/tramadol,1
chlorpromazine hydrochloride,1
melatonin/pure zzz triple action blend,1
pantothenic acid/gingko extract/lemon balm extract/caffeine/omega-3 fatty acids/docosahexaenoic acid/eicosapentaenoic acid,1
multivitamins and herbal extracts,1
vitamin d3 (cholecalciferol),1
losartanpotassium/hydrochlorothiazide,1
l-carnitine tartrate/l-arginine hcl/vitamin e acetate/ coenzyme q10/ zinc citrate 3-hydrate/folicacid/sodiumselenate,1
aceclofenac/ paracetamol,1
sodium chloride ip/potassium chloride ip/sodium bicarbonate/sodium citrate ip/calcium lactate/magnesium sulphate/vitamin c,1
myo-inositol/ d-chiro inositol/ l-methylfolate/ vitamin d3/ chromium/ zinc/ shatavari,1
myo-inositol/d-chiro inositol/l-methylfolate/vitamin d3/chromium/zinc/shatavari,1
folic acid/iodine/vit d3/vitb1/vit b2/vit b6/vit b12/niacin/pantothenic acid/biotin/vit c/vit e/omega-3 fatty acids/docosahexaenoic acid/eicosapentaenoic acid 400ug/100ug/20ug/12mg/16mg/19mg/35ug/15mg/6mg/60ug/110mg/13mg/279mg/200mg/41mg,1
acyclovir,1
pantoprazole sodium sesquihydrate,1
clopidogrel bisulphate,1
thiamine hcl/riboflavin/pyridoxine hcl/nicotinamide/ascorbic acid/glucose,1
vitamin c/zinc/vitamin d,1
pregabalin 75,1
vitamin a/vitamin b1/vitamin b2/vitamin b6/vitamin b12/vitamin d3/niacinamide/l-lysine/iron/vitamine/folicacid/calcium/copper/magnesium/manganese/potassium/zinc /selenium/chromium/eicosapentaenoic acid/docosahexaenoic acid,1
dobutamine hydrochloride,1
vitamin c /vitamin b6/folic acid/ iron/zinc/ iodine / acai berry extract/ l-arginine,1
vitamin c/zinc/thyme extract 15mg/2mg/11.25mg,1
valerian extract/ lemon balm extract/hop extract/l-tryptophan/vitamin c/niacin 100mg/100mg/50mg/250mg/40mg/16mg,1
vitamin c/vitamn k/collagen hydrolysate/rosehip extract,1
tramodol hydrochloride,1
thiamine hydrochloride/pyridoxine hydrochloride,1
etofenamate,1
granisetron hcl,1
calcium carbonate/cholecalciferol,1
iron (ferrous fumurate) 19mg/ vitamin c 75mg/ zinc 17mg/ folic acid 180mcg/ selenium 40mcg/ vitamin b12 2.5mcg/ vitamin e 13.5iu,1
vitamin a/vitamin d/vitamin e/omega 3/epa/dha,1
dopamine hydrochloride,1
protamine sulphate,1
amikacin sulfate,1
morphine hydrochloride,1
retinol,1
magnesium/zinc/vitamin b6/folic acid/vitamin b12/selenomethionine/tribulus terrestis extract/l-arginine/avena sativa/purified shilajit extract/fenugreek seed/eurycoma longifolia root/epimedium extract/ginkgo biloba leaf/saw palmetto berry/cridium monnieri seed,1
ultra gen omega / soy isoflavins / ext. ginseng/ ext nano curcumin / vitamin d2 / vitamin e / vitamin c / vitamin b1 / vitamin b2 / vitamin b3 / vitamin b6 / vitamin b5 / vitamin a / folic acid / vitamin b12 / d-biotin / calcium pantothenate dry / iron / magnesium oxide / zinc / manganese / iodine / copper / chromium / selenium,1
milk thistle extract/flaxseed/ashwagandha extract/echinacea purpurea extract/dandelion extract/cranberry extract/beet root extract/spirulina extract/tumeric extract/garlic extract/ vitamin c (as amla berry)/ginger extract/zinc sulphate/black peppr extract,1
vitamin a / vitamin d3 / vitamin e / vitamin c / vitamin b1 / vitamin b2 / vitamin b3 / vitamin b6 / folic acid / vitamin b12 / biotin / pantothenic acid / iron / magnesium oxide / zinc / iodine / manganese / copper / chromium / selenium / silicon / arginine / methionine / natural mixed carotenoids / paba 2/ siberian ginseng / garlic / bioflavonoids,1
l-arginine / n-acetyl cysteine / inositol/ betacarotene / vitamin d / vitamin e / vitamin c / vitamin b1/ vitamin b2 / vitamin b3 / vitamin b6 / folic acid / vitamin b12 / biotin / pantothenic acid / iron / magnesium oxide / zinc / iodine / copper / selenium,1
pantothenic acid/gingko extract/lemon balm extract/caffeine/omega-3 fatty acids/docosahexaenoic acid/ eicosapentaenoic acid 5mg/100mg/100mg/25mg/300mg/250mg/30mg,1
losartan potassium/hydrochlorothiazide,1
each 400g contains dextrose monohydrate b.p/ calcium glycerophosphate/ calciferol,1
dextrose monohydrate bp/ascobic acid,1
glucose anhydrous/ trisodium citrate dihydrate/ sodium chloride/ potassium chloride,1
anhydrous dextrose,1
noradrenaline,1
dexamethasone/neomycin sulfate/polymyxin b sulfate,1
vitamin b1 / vitamin b2 / vitamin b6 / nicotinamide / d-panthenol,1
vitamin a/calcium/vitamin d3/vitamin b1/vitamin b2/vitamin b3/vitamin b6/folate/vitamin b12/cg biotin/vitamin b5/proprietary blend,1
esketamine hydrochloride,1
ichthammol,1
salicylic acid/benzoic acid,1
vitamin d3 / calcium phosphate dibasic,1
