chain,outlets,total_pop_served,mmda_count,regions,pop_per_outlet,avg_mmda_pop
A AND E PHARMACY LTD.,1,16929.9,1,1,16929.9,16929.9
APP PHARMACY LIMITED,1,16929.9,1,1,16929.9,16929.9
GLOBAL BRIGADES PHARMACY,1,16929.9,1,1,16929.9,16929.9
GLOSTEVE PHARMACY LTD.,1,16929.9,1,1,16929.9,16929.9
A&E PHARMACY LIMITED ANNEX,1,16929.9,1,1,16929.9,16929.9
RIAD PHARMACY COMPANY LTD,1,16838.6,1,1,16838.6,16838.6
ALPAT PHARMACY,1,16838.6,1,1,16838.6,16838.6
E. K PHARMACY,1,16838.6,1,1,16838.6,16838.6
VERDI PHARMACY LTD. (ANNEX ),1,16838.6,1,1,16838.6,16838.6
RAHAMA H. A. PHARMACY,1,16838.6,1,1,16838.6,16838.6
JOWIS & SONS LTD,1,16838.6,1,1,16838.6,16838.6
ONE PHAMILY PHARMACY LTD,1,16838.6,1,1,16838.6,16838.6
DOMINGO PHARMACY LTD,1,16838.6,1,1,16838.6,16838.6
HONOKA PHARMACEUTICAL,1,16838.6,1,1,16838.6,16838.6
KODEB PHARMACY LTD,1,16838.6,1,1,16838.6,16838.6
DONSAM PHARMACY LTD,1,16803.666666666668,1,1,16803.666666666668,16803.666666666668
DUNA PHARMACY LTD,1,16803.666666666668,1,1,16803.666666666668,16803.666666666668
KIITOS DIOS PHARMACY LTD,1,16803.666666666668,1,1,16803.666666666668,16803.666666666668
ASPHA PHARMACY,1,16803.666666666668,1,1,16803.666666666668,16803.666666666668
ASPHA PHARMACY LTD,2,16803.666666666668,2,2,8401.833333333334,8401.833333333334
GEOMAT PHARMACY LTD.,1,16803.666666666668,1,1,16803.666666666668,16803.666666666668
BARLIZA PHARMACY LTD.,1,16803.666666666668,1,1,16803.666666666668,16803.666666666668
EDUFF PHARMACY LTD,1,16586.5,1,1,16586.5,16586.5
RICOMONS PHARMACY,1,16586.5,1,1,16586.5,16586.5
MEK PHARMACY LIMITED,2,16564.08108108108,2,1,8282.04054054054,8282.04054054054
RICOMONS PHARMACY LTD.,1,16534.6,1,1,16534.6,16534.6
RICOMMONS PHARMACY LTD,1,16534.6,1,1,16534.6,16534.6
MOSHOSHO PHARMACY LTD,1,16534.6,1,1,16534.6,16534.6
BITS PHARMACY LTD,1,16534.6,1,1,16534.6,16534.6
MEDCOURT PHARMACY,2,16503.379166666666,2,1,8251.689583333333,8251.689583333333
BENJE'S PHARMACY LTD,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
TARAPH PHARMACY,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
ABOSO PHARMACY LIMITED,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
EUNIPAUL PHARMACY,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
McELLI PHARMACY,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
SAMKWARTH PHARMACY LIMITED,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
WESTLINK CHEMISTS,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
STEBURAH PHARMACY,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
ARTPEE PHARMACY LTD,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
NEW SAMWARTH PHARMACY,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
NEW SAMKWARTH CO. LTD,1,16358.142857142857,1,1,16358.142857142857,16358.142857142857
SIMART PHARMACY,2,16299.06705882353,2,1,8149.533529411765,8149.533529411765
ASBED CHEMISTS,1,16120.2,1,1,16120.2,16120.2
PATRIVERS PHARMACY LIMITED,1,16120.2,1,1,16120.2,16120.2
NUMBERS PHARMACY LTD,1,16120.2,1,1,16120.2,16120.2
KINDNESS PHARMACY LTD,1,15791.25,1,1,15791.25,15791.25
EDDYJOY PHARMACY LTD,1,15791.25,1,1,15791.25,15791.25
MOLLY PHARMACY,1,15791.25,1,1,15791.25,15791.25
TONYKAY PHARMACY LTD.,1,15791.25,1,1,15791.25,15791.25
BENATUS PHARMACY,1,15645.833333333334,1,1,15645.833333333334,15645.833333333334
SERAPHIM PHARMACY LTD,1,15645.833333333334,1,1,15645.833333333334,15645.833333333334
NAPDEL PHARMACY LIMITED,1,15645.833333333334,1,1,15645.833333333334,15645.833333333334
ERIC VEE PHARMACY LTD,1,15369.0,1,1,15369.0,15369.0
FAABU 98 PHARMACY LTD.,1,15369.0,1,1,15369.0,15369.0
FELLEE PHARMACY LTD.,1,15369.0,1,1,15369.0,15369.0
TITAN CHEMIST LIMITED,1,15369.0,1,1,15369.0,15369.0
KOKAB PHARMACY LTD,1,15369.0,1,1,15369.0,15369.0
M. Y. F. PHARMACY,1,15369.0,1,1,15369.0,15369.0
BN RX PHARMACY LTD,1,15369.0,1,1,15369.0,15369.0
KASSEH PHARMACY LTD,1,15343.4,1,1,15343.4,15343.4
TRISTAR PHARMACEUTICALS,1,15343.4,1,1,15343.4,15343.4
ALTRAMEX PHARMACY LIMITED,1,15343.4,1,1,15343.4,15343.4
GREENWICH PHARMACY LTD,1,15343.4,1,1,15343.4,15343.4
PIDA CHEMIST,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
RITE-VALUE PHARMACY,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
AIDEN PHARMACY,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
JAAGES PHARMACY LIMITED,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
GRACHA PHARMACY,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
MEDSTOP PHARMACY,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
180 PLUS PHARMACY LTD,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
JOFAS PHARMACY LTD,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
KINACO PHARMACY LTD.,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
ABESAM PHARMACY,1,15277.727272727272,1,1,15277.727272727272,15277.727272727272
OFFINSOMAN PHARMACY LTD,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
VERAMS PHARMACY,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
EMMANAK PHARMACY LTD,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
PHRANISCA PHARM LTD,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
LIMOX CHEMIST LTD,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
BEKED PHARMACY LIMITED,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
GASTO PHARMACY,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
BIG J PHARMACY LTD,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
CHRISTANCO PHARMACY,1,15277.333333333334,1,1,15277.333333333334,15277.333333333334
77 ELIXERS PHARMACY,1,15254.833333333334,1,1,15254.833333333334,15254.833333333334
KINGS & ROYALS PHARM. LTD.,1,15254.833333333334,1,1,15254.833333333334,15254.833333333334
BANLYD PHARMACEUTICALS LIMI,1,15254.833333333334,1,1,15254.833333333334,15254.833333333334
JODASMAS PHARMACY LTD.,1,15254.833333333334,1,1,15254.833333333334,15254.833333333334
DAASEBERE PHARMACY LTD.,1,15254.833333333334,1,1,15254.833333333334,15254.833333333334
OHENEBA PHARMACY LTD,1,15254.833333333334,1,1,15254.833333333334,15254.833333333334
ODA PHARMACY LTD,1,15248.8,1,1,15248.8,15248.8
WALGREENS PHARMACY LTD.,1,15248.8,1,1,15248.8,15248.8
LIBIAMBO PHARMACY,1,15248.8,1,1,15248.8,15248.8
LIM PHARMA LTD,1,15248.8,1,1,15248.8,15248.8
RANSTELL PHARMACY LTD,1,15195.6,1,1,15195.6,15195.6
GODSED PHARMACY,1,15195.6,1,1,15195.6,15195.6
SPECTRA PHARMACY,1,15195.6,1,1,15195.6,15195.6
SKS PHARMACY,1,15195.6,1,1,15195.6,15195.6
KEKULE PHARMACY,2,14153.741935483871,1,1,7076.870967741936,14153.741935483871
JOERESA PHARMACY LTD,1,13765.375,1,1,13765.375,13765.375
OLISANGIE PHARMACY LTD,1,13765.375,1,1,13765.375,13765.375
VOTANG PHARMACY,1,13765.375,1,1,13765.375,13765.375
NKWA HIA PHARMACY LIMITED,1,13765.375,1,1,13765.375,13765.375
BLUE AND WHITE PILLS PHARMAC,1,13765.375,1,1,13765.375,13765.375
KRISTOPHARMA LTD,1,13765.375,1,1,13765.375,13765.375
ETM PHARMACY,1,13765.375,1,1,13765.375,13765.375
IAOMAI PHARMACY,1,13765.375,1,1,13765.375,13765.375
ANAASONS PHARMACY LTD.,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
AKWAABA MEDI-LINE PHARMACY,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
NAGISA PHARMACY LTD.,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
EVERCARE HEALTH SERVICES LTD.,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
WHITE ANGEL PHARMACY,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
ZINAIDA PHARMACY,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
JORDANCO PHARMACY,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
NKURAKAN PHARMACY LTD,1,13604.333333333334,1,1,13604.333333333334,13604.333333333334
MOKAT CHEMISTS LTD.,2,13368.095238095239,1,1,6684.047619047619,13368.095238095239
EQUITY PHARMACY LIMITED,3,13048.105657549644,2,1,4349.368552516548,6524.052828774822
PRIMASH PHARMACY LTD,1,12672.375,1,1,12672.375,12672.375
D. C. PHARMACY LTD,1,12672.375,1,1,12672.375,12672.375
ERIC CHEMISTS LTD,1,12672.375,1,1,12672.375,12672.375
ESPANA PHARMACY LIMITED,1,12672.375,1,1,12672.375,12672.375
RIVERVIEW CHEMIST LTD.,1,12672.375,1,1,12672.375,12672.375
SSS PHARMACY LTD,1,12672.375,1,1,12672.375,12672.375
TOPMED PHARMACY,2,12638.115384615383,2,2,6319.0576923076915,6319.0576923076915
JOJO PHARMACY LTD,1,12512.666666666666,1,1,12512.666666666666,12512.666666666666
JOJO PHARMACY,1,12512.666666666666,1,1,12512.666666666666,12512.666666666666
J-MALL PHARMACY LTD.,1,12512.666666666666,1,1,12512.666666666666,12512.666666666666
JOJO PHARMACY LTD.(PRESBY HO,1,12512.666666666666,1,1,12512.666666666666,12512.666666666666
SOY CHEMISTS LTD.,1,12512.666666666666,1,1,12512.666666666666,12512.666666666666
JOEGANI PHARMACY LTD.,1,12512.666666666666,1,1,12512.666666666666,12512.666666666666
SAMU & SONS PHARMACY LTD,1,12472.9,1,1,12472.9,12472.9
TOHABA PHARMACEUTICALS LTD.,1,12472.9,1,1,12472.9,12472.9
ONYAME BA PHARMACY LTD,1,12472.9,1,1,12472.9,12472.9
AMO CHEMIST LTD,1,12472.9,1,1,12472.9,12472.9
EKUUS PHARMACY LIMITED,3,12472.26,1,1,4157.42,12472.26
RAK-D PHARMACY LTD,1,12239.857142857143,1,1,12239.857142857143,12239.857142857143
E & G PHARMACY LTD.,1,12239.857142857143,1,1,12239.857142857143,12239.857142857143
SUNBRIEL PHARMACY LTD,1,12239.857142857143,1,1,12239.857142857143,12239.857142857143
77 ELIXIRS PHARMACY,1,12239.857142857143,1,1,12239.857142857143,12239.857142857143
JOSARP PHARMACY LTD.,1,12239.857142857143,1,1,12239.857142857143,12239.857142857143
GOSAB PHARMACEUTICALS LIMIT,1,12239.857142857143,1,1,12239.857142857143,12239.857142857143
RICHOMONS PHARMACY,1,12172.0,1,1,12172.0,12172.0
BOZZ-JAY CHEMISTS LTD,1,12172.0,1,1,12172.0,12172.0
OWUSCO BEE PHARMACY LTD.,1,12172.0,1,1,12172.0,12172.0
NADORG PHARMACY LTD.,1,12172.0,1,1,12172.0,12172.0
RICOMONS PHARMACY LTD,1,12172.0,1,1,12172.0,12172.0
HILL SIDE PHARMACY,1,12172.0,1,1,12172.0,12172.0
CLIMAX PHARMACY LTD.,1,12172.0,1,1,12172.0,12172.0
ATIBIE PHARMACY LIMITED,1,12172.0,1,1,12172.0,12172.0
FREDIBOAT PHARMACY LTD.,1,12172.0,1,1,12172.0,12172.0
ZIP PHARMACY LTD,1,12172.0,1,1,12172.0,12172.0
ZIP PHARMACY,1,12172.0,1,1,12172.0,12172.0
DOEFAM PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
COMFORT PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
ADIMED PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
HICARE PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
WELLCHECK PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
GAPEC PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
TWO-STARS PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
FLEXSTA PHARMACY LTD.,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
SENELLA PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
CARL CHEMIST LTD.,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
MORTON CHEMIISTS LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
NINATT PHARMACY LIMITED,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
ROCKWELL PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
ROLAK PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
BARRIER PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
HEIGHTSPHARM GHANA LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
KEAT PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
RONIK PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
OBM PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
D & G PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
RHEMATHEO PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
MEDWAY PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
JADET PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
YAMED PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
LABING PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
SANITAS PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
ANCIENTS PHARMACY,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
DSM GET WELL PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
PRISTEVE PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
GENESIS OPTIMISED PHARMACY L,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
KEPRA PHARMACY LIMITED,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
ANCIENT PHARMACY LTD,1,12141.64705882353,1,1,12141.64705882353,12141.64705882353
ILEE PHARMACY LIMITED,2,11901.809523809523,1,1,5950.9047619047615,11901.809523809523
RS-DOXA PHARMACY LTD,1,11840.666666666666,1,1,11840.666666666666,11840.666666666666
AKESEFOUR CHEMISTS LTD.,1,11840.666666666666,1,1,11840.666666666666,11840.666666666666
KENOP PHARMACY,1,11840.666666666666,1,1,11840.666666666666,11840.666666666666
YAASIIN PHARMACEUTICALS,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
GREEN BEAM CHEMISTS,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
BRAINCODE PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
HIARA PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
WONOWANA PHARMACY LTD,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
THYWILL PHARMACY LTD,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
THOUSAND PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
KUMO PHARMACY LTD.,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
HASAL PHARMACY LIMITED,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
BLUE LIGHT PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
WONOWANA PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
PASMAX PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
PAULIGALI PHARMACY LTD,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
A. RAZMAK PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
BASOBIO PHARMACY,1,11816.882352941177,1,1,11816.882352941177,11816.882352941177
OAKRIDGE PHARMACY LTD,2,11812.821231422504,2,2,5906.410615711252,5906.410615711252
FINCO PHARMACY LTD.,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
MAJOR PHARMACY LTD,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
KHENIS- ROYAL PHARMACY,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
THE GOOD SHEPHERD PHARMACY,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
LYMEZZ PHARMACY LIMITED,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
MEDFARM PHARMACEUTICALS LT,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
MEDLOG PHARMACY LTD,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
ELCHRIS PHARMACY LTD,1,11698.333333333334,1,1,11698.333333333334,11698.333333333334
GLOPHARMA LTD.,1,11694.0,1,1,11694.0,11694.0
ZUZU PHARMACY LTD,1,11694.0,1,1,11694.0,11694.0
ROVAMAP PHARMACY,1,11694.0,1,1,11694.0,11694.0
ROYALE PHARMACY,1,11694.0,1,1,11694.0,11694.0
J. S VICTORY PHARMACY,1,11447.3,1,1,11447.3,11447.3
MATVIN PHARMACY,1,11447.3,1,1,11447.3,11447.3
EPDRA,1,11447.3,1,1,11447.3,11447.3
VICTORIOUS MOUNT ZION PHARM,1,11447.3,1,1,11447.3,11447.3
LIKEM PHARMACY LTD.,1,11447.3,1,1,11447.3,11447.3
CEL CHEMIST LTD.,1,11447.3,1,1,11447.3,11447.3
WISELY PHARMACY LIMITED,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
TQ CHEMISTS LIMITED,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
MERKOT PHARMACY CO. LTD,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
BORASBEE PHARMACEUTICALS,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
TOP TIER PHARMACY LTD,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
PETROS HILL PHARMACY LTD,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
ODUM NSEMPA PHARMACY,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
GEOTINA PHARMACY,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
EDZIEBA PHARMACY,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
BANESTA PHARMACY LTD,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
POMA PHARMACY LTD.,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
JOSWARD PHARMACY LTD,1,11359.083333333334,1,1,11359.083333333334,11359.083333333334
TIMETEC PHARMACY LTD,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
FELDUF PHARMACY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
OKOFONI PHARMACY LTD,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
HAPISCARES PHARMACY LTD,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
TIME-CURVE PHARMACY LIMITED,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
MARRIEMENS PHARMACY LTD,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
KWABEC PHARMACY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
PHARMALEADS LIMITED,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
DOUGINAS PHARMACY COMPANY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
MAAKOS PHARMACY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
SWEET ALONE PHARMACY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
PATBEDAVS PHARMACY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
IMBOOST PHARMACY LTD,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
P-RAY PHARMACY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
BEKED PHARMACY,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
THE TRUTH PHARMACY LIMITED,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
DE-ADALE PHARMACY LTD,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
REJESS PHARMACY LTD,1,11170.809523809523,1,1,11170.809523809523,11170.809523809523
HYMALL PHARMACY,2,11102.381978653531,2,2,5551.190989326766,5551.190989326766
T. Q. CHEMISTS LTD,1,10869.8,1,1,10869.8,10869.8
REGIBEN FAMILY PHARMACY,1,10869.8,1,1,10869.8,10869.8
RISCOB PHARMACY,1,10869.8,1,1,10869.8,10869.8
A. B. CHEMIST (GH) LTD.,1,10869.8,1,1,10869.8,10869.8
REGIBEN FAMILY PHARMACY LTD.,1,10869.8,1,1,10869.8,10869.8
PHARMA DE PABLOE LTD. ANNEX,1,10869.8,1,1,10869.8,10869.8
KAFH PHARMACEUTICALS LTD.,1,10869.8,1,1,10869.8,10869.8
JUCAD PHARMACY,3,10839.598743807503,3,2,3613.1995812691675,3613.1995812691675
KOGBECO PHARMACY,1,10769.166666666666,1,1,10769.166666666666,10769.166666666666
RICHPOT PHARMACY LTD,1,10769.166666666666,1,1,10769.166666666666,10769.166666666666
ROSENO PHARMACY,1,10769.166666666666,1,1,10769.166666666666,10769.166666666666
ROSENO PHARMACY LTD,2,10769.166666666666,2,1,5384.583333333333,5384.583333333333
CHOCHO PHARMACY LTD.,1,10769.166666666666,1,1,10769.166666666666,10769.166666666666
HAP-PHIL CHEMIST LTD.,2,10736.979564755839,2,1,5368.489782377919,5368.489782377919
KINGSWAY PHARMACY LTD,2,10546.944444444445,1,1,5273.472222222223,10546.944444444445
ASHGIN PHARMACY,2,10546.944444444445,1,1,5273.472222222223,10546.944444444445
Brobbson Pharmacy Limited,10,10510.403573422669,2,1,1051.0403573422668,5255.2017867113345
GEORUTH PHARMACY,2,10501.085747551537,2,1,5250.542873775768,5250.542873775768
GOD LIFE PHARMACY,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
LBX PHARMACY LTD,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
WOLUWIE PHARMACY LTD.,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
JOETAY PHARMACY LTD,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
KEMIL PHARMACY,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
RAMOL PHARMACY,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
P & J PHARMACY LTD,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
EVECARE HEALTH SERVICES,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
AGYEKEN PHARMACY LIMITED,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
UPTOWN PHARMACY,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
LOSAB PHARMACY LTD,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
RUANDY PHARMACY,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
STANKAY PHARMACY,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
DECAVA PHARMACY LTD,1,10392.666666666666,1,1,10392.666666666666,10392.666666666666
KOFIKROM PHARMACY LTD,2,10387.332495812394,2,2,5193.666247906197,5193.666247906197
CARE VIEW PHARMACY LTD,4,10255.616537021031,3,1,2563.9041342552578,3418.538845673677
TOBINCO PHARMACEUTICALS (TE,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
LIGHTWAY CHEMISTS LTD.,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
RAHMACARE PHARMACY LTD,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
SCAB PHARMARY (TECHIMAN-KEN,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
WILMED PHARMACY,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
DONATUS PHARMACY,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
LLOYDS PHARMACY LTD.,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
BAKAY PHARMACEUTICALS LTD,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
HOST COMPANY,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
EVERGREEN LIFE PHARMACY LTD.,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
KASAPA HEALTH SERVICE,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
MEDISERVICE PHARMACY,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
MEDI-LIFE PHARMACY,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
MEDIMIS PHARMACY,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
JOEGANI PHARMACY LTD (TECHIM,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
MEDCOURT PHARMACY (TECHIM,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
VISION 20 PHARMACY LTD.,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
DIAMONO PHARMACY,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
J.S PHARMACY LTD.,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
EFFAJOUR PHARMACEUTICALS LT,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
AL-SHIFAN PHARMACY LTD,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
DM SPHERE PHARMACY LTD,1,10139.166666666666,1,1,10139.166666666666,10139.166666666666
LEMON PHARMACY,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
SAMEL PHARMACY COMPANY LIM,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
AS-TESCO CHEMISTS LTD.,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
FAUSEMIL PHARMACY,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
IKONAS PHARMACY LTD,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
2SD PHARMACY,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
MANASSEH STATION PHARMACY,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
AJOK-GREEN PHARMACY LTD,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
ENSIE PHARMACY LTD,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
YUSKA PHARMACY LTD,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
MEDNIGHT PHARMACEUTICALS LT,1,9793.958333333334,1,1,9793.958333333334,9793.958333333334
