client_clean,total_products,drug_products,food_products,countries_sourced,local_products,valid_products,import_pct,drug_pct
Big Maron Pharmacy Limited,10,10,0,1,0,6,100.0,100.0
Mvc Pharmaceuticals Limited,10,10,0,1,0,10,100.0,100.0
"Healthy Haven., Accra",10,0,10,1,10,10,0.0,0.0
"Hebei New Century Pharma Co.Limited - No.189 Taihang Street Hi-Tech Zone, Shijiazhuang 050035. Hebei China, China",10,10,0,1,0,10,100.0,100.0
Kems. Wgh Ent. Accra,10,0,1,1,10,10,0.0,0.0
Menzbek Limited,10,10,0,1,0,8,100.0,100.0
Menzbek Africa Co Limited,10,10,0,1,0,9,100.0,100.0
"Vitabiotics Limited1 Apsley Waylondon, Nw2",10,10,0,1,0,5,100.0,100.0
"Vicarchie Gh. Limited., Ho, V/R",10,0,10,0,0,0,100.0,0.0
"Urban Marketplace Limited, Accra",10,0,10,1,0,10,100.0,0.0
"Aj Wholesale & Distribution Limited, Accra",10,0,10,6,0,10,100.0,0.0
"Multi -Pac Limited., Tema",10,0,10,1,6,5,40.0,0.0
"Smayan Healthcare Private Limited. Plot No. 8-9-26-27, Hpsidc, Industrial Area, Davni, Baddi Distt. -Solan",9,9,0,0,0,9,100.0,100.0
Medichem Pharmaceuticals Limited,9,9,0,1,0,3,100.0,100.0
"Ashish Life Sciences Pvt 213 Plaza New Link Road Andheri-Mumbai 400053-Maharashtra, India",9,4,0,1,0,9,100.0,44.4
Astrazeneca Scientific Office,9,9,0,2,0,9,100.0,100.0
Intervet,9,9,0,2,0,9,100.0,100.0
"Strides Shasun Limited Strides House Bilekahalli, Bannerghatta Road, Bangalore 560076, India",9,9,0,3,0,9,100.0,100.0
Intervet S.A,9,9,0,4,0,9,100.0,100.0
"Shalina Healthcare Dmcc - 30Th Floor Alinas Towers Dubai Uae , United Arab Emirates",9,9,0,3,1,9,88.9,100.0
Pfizer Specialities Limited,9,8,0,3,0,9,100.0,88.9
"Godylac Healthy Foods,A/R",9,0,9,1,9,9,0.0,0.0
Ajanta Pharma Limited Ajanta House Charkop Kandivli,9,9,0,1,0,9,100.0,100.0
"Godswill Gedd Ventures, Tema",9,0,6,7,0,9,100.0,0.0
"B. Foster Bakery., Koforidua, E/R",9,0,9,1,9,9,0.0,0.0
Greenwich Therapeutics Limited,9,9,0,1,0,9,100.0,100.0
"Blowchem Industries Limited., Tema",9,0,9,2,6,8,33.3,0.0
"Ti Zaa Din Nani Royal Limited, Gumani, Tamale, N/R",9,0,9,6,0,9,100.0,0.0
T.H Pharmaceuticals Limited,9,6,0,1,0,9,100.0,66.7
Novartis Pharma Ag,9,9,0,3,0,9,100.0,100.0
"Cadila Pharmaceuticals Limited - 1389 Trasad Road Dholka 382 225 Dist Ahmedabad Gujarat State, India",9,9,0,1,0,9,100.0,100.0
Pharmatrust Limited. - Accra,9,9,0,2,4,9,55.6,100.0
Mylan Laboratories Limited - Plot No. 564/A/22,9,9,0,1,0,9,100.0,100.0
"Africa Afro Trading Limited, Accra",9,0,9,7,0,9,100.0,0.0
Ice Sea Ghana Limited,9,0,8,6,0,9,100.0,0.0
"Praiseville Essentials, Tema",9,0,9,3,0,9,100.0,0.0
"Ambvet Biotech Co Limited - 109-112 Door 1 No11 Lasa Rd Nanyingmen Street Heping District Tianjin City, China",9,9,0,1,0,9,100.0,100.0
Hebei New Century Pharmaceutical Co. Limited Taihang Street Shijiazhuang City Hebei Province- China Taihang Street Shijiazhuang City Hebei Province- China,9,9,0,1,0,9,100.0,100.0
Frankabot Pharmaceutical,9,9,0,1,9,9,0.0,100.0
Samkwarth Pharmaceuticals,9,9,0,1,0,9,100.0,100.0
Organon South Africa Pty Limited,9,9,0,4,0,9,100.0,100.0
Genix Pharma,9,9,0,1,0,8,100.0,100.0
"Merck Serono Middle East Fz Limited - Jebel Ali No. Lb09013 Dubai, United Arab Emirates",9,9,0,3,0,9,100.0,100.0
Modi Mudipharma Private Limited,9,9,0,1,0,9,100.0,100.0
Macleods Pharmaceutical Limited,9,8,0,0,0,9,100.0,88.9
Vn Commodities Limited,9,0,6,6,0,9,100.0,0.0
Fourrts India Laboratories Pvt Limited,9,9,0,1,0,9,100.0,100.0
"Imperial Market Access Gh. Limited., Accra",9,0,9,6,0,9,100.0,0.0
"Zeiss Pharmaceuticals Private Limited - Plot No. 72, Epip, Phase-I, Jharmajri, Baddi , Disst. Solan",9,9,0,1,0,9,100.0,100.0
Laboratoire Innotech International,9,8,0,1,0,6,100.0,88.9
"Kent Pharma Limited 22 Red Okai Street Kingsby Road Near Kingsby Hotel-New Achimota Accra,Ghana",8,8,0,0,0,8,100.0,100.0
"Shescave Ent., Accra",8,0,6,7,0,8,100.0,0.0
"Jl Bakery Limited., Accra",8,0,8,1,8,8,0.0,0.0
Sandoz Pharmaceuticals D D,8,8,0,3,0,8,100.0,100.0
"Maurya Foods Limited., Accra",8,0,8,1,8,8,0.0,0.0
Ernejoyson Company Limited - Yass 9 Kasoa New Market,8,6,0,1,0,8,100.0,75.0
Medicamen Biotech Limited,8,8,0,1,0,8,100.0,100.0
Acino Ag Am Windfield 3583714 Mieobach Germany,8,8,0,4,0,6,100.0,100.0
"Kasapreko Co.Limited., Teshie-Nungua",8,0,8,2,6,6,25.0,0.0
"Dexvet Ghana Limited., Accra",8,6,2,1,0,8,100.0,75.0
"Jubaili Agrotec Limited., Kumasi, A/R",8,1,7,3,0,8,100.0,12.5
"Joshmat Foods., Tema",8,0,3,6,0,8,100.0,0.0
"Tsonakle Co. Limited., Accra",8,0,8,1,8,8,0.0,0.0
Hay Foods Limited,8,0,7,2,0,8,100.0,0.0
"Udvell Therapeutics Private Limited - 2 Floor, Opp Badminton Academy Doon University Road, Dehradun,Uttarakhand",8,8,0,1,0,8,100.0,100.0
Rabito Clinic,8,8,0,1,8,8,0.0,100.0
"Bharat Parenterals Limited 144&146 Jarod Samlaya Road, Vill. Haripura, Ta. Savli, Dist. Vadodara 391520 Gujarat, India",8,8,0,1,0,8,100.0,100.0
Lavina Pharmaceuticals Private Limited,8,8,0,1,0,6,100.0,100.0
"Hospitality And Catering Supplies Limited., Accra",8,0,4,1,0,8,100.0,0.0
Allon Health & Pharmacy Limited,8,8,0,1,0,8,100.0,100.0
"Bayswater Industries Limited., Keta, V/R",8,0,2,1,8,8,0.0,0.0
F Hoffman-La Roeche Limited Grenzachestrasse 124 Ch-4070 Basel Switzerland,8,8,0,1,0,6,100.0,100.0
"Ambica Impex Limited., Accra",8,0,5,5,0,4,100.0,0.0
Asaaba Naturalsge-328-1083West Legon,8,0,0,0,0,0,100.0,0.0
"We 2 Sea Foods Co. Limited., Tema",8,0,8,1,0,8,100.0,0.0
Macleods Pharmaceuticals Limited 304 Atlanta Arcade Marol Church Road Andheri East Mumbai 400 059 India,8,8,0,1,0,8,100.0,100.0
Charak Pharma Pvt,8,8,0,1,0,8,100.0,100.0
Bayer East Africa Limited Outering/Thika Ruaraka,8,8,0,1,0,8,100.0,100.0
"Nature Farms Gh. Limited., Accra",8,0,8,1,8,8,0.0,0.0
"Bede Ne Bana Limited Company, Half Assini",8,0,8,7,0,8,100.0,0.0
"Delphi Tech Limited., Tema",8,0,8,1,0,8,100.0,0.0
Trident Lifeline Private Limited,8,8,0,1,0,8,100.0,100.0
"Trident Life Pvt Limited 2001, 2Nd Floor, Apmc Krushi Bazaar, Falsawadi, Ring Road, Surat, Gujarat 395002, India",8,8,0,1,0,8,100.0,100.0
"Sika Kroabea Co. Limited., Tema",8,0,8,4,0,8,100.0,0.0
Surmount Laboratories Pvt Limited A 24003 Gidc Ind Estate Ankleshwar 393002 Gujarat India,8,8,0,1,0,8,100.0,100.0
Vielim Royal Limited,8,0,3,6,0,8,100.0,0.0
Verve Human Care Laboratories,8,8,0,1,0,8,100.0,100.0
"Jeddean Co. Limited. Accra, G/R",8,0,8,6,0,8,100.0,0.0
Rokmer Pharma Limited - P. O. Box Od 435 Odorkor Accra,8,8,0,1,0,8,100.0,100.0
Care View Pharmacy Limited,8,8,0,2,0,8,100.0,100.0
Dps Gmbh Limited - Next To New Kicc Dominion Spintex Road Accra,8,8,0,1,0,8,100.0,100.0
"Dew Foods, Tema",8,0,3,6,0,8,100.0,0.0
Aurobindo Pharma Limited,8,8,0,1,0,8,100.0,100.0
Stallion Laboratories Private Limited,8,8,0,1,0,8,100.0,100.0
Sky Bridge Pharmaceuticals Limited,8,8,0,1,0,8,100.0,100.0
"The B.B. Harrington Vent., Accra",8,0,8,1,0,8,100.0,0.0
Hebei New Century Pharmaceutical Co Limited No 189 Taihang Street Shijiazhuang Hebei China,8,8,0,0,0,8,100.0,100.0
"Bliss Gvs Pharma Limited - 102 Hyde Park Saki Vihar Road Andheri East Mumbai 400072, India",8,8,0,1,0,8,100.0,100.0
"Fairafric Ghana Limited, Amanase Near Suhum, Close To Yayra Glover Ghana Limited, Eo",8,0,8,1,8,8,0.0,0.0
B&O Pharma Zacdela Masquere 500 Rue De 1 Heus 31750 Escalquens France,8,8,0,1,0,7,100.0,100.0
"Frozen Shore, Airport-Accra",8,0,8,6,0,8,100.0,0.0
"Rebeghan Ventures., Accra",8,0,6,5,0,6,100.0,0.0
"Afrizone Market Limited, Accra",8,0,6,1,8,8,0.0,0.0
"Enso Nyame Ye Cold Store Limited., Tema",8,0,5,6,0,8,100.0,0.0
"Magdavis Catering Services, Kaneshie",8,0,6,1,8,8,0.0,0.0
Dimd Ghana Limited,8,0,0,0,0,0,100.0,0.0
Mafricom Ghana Limited,8,0,7,6,0,7,100.0,0.0
"Mr Kitchen Co. Limited., Accra",8,0,8,1,8,8,0.0,0.0
"Vihilda Com. Limited., Accra",8,0,8,1,8,8,0.0,0.0
"Phersons Pharmacy Limited., Accra",8,7,0,1,8,8,0.0,87.5
Vital Pharmacy Limited,8,8,0,1,0,8,100.0,100.0
Star Foods Global Investment Limited,8,0,8,5,0,8,100.0,0.0
Intas Pharmaceuticals Corporate House Near Sola Bndqe Sg Highway Thalty Ahmedabad 380054 Gujarat India,8,8,0,1,0,8,100.0,100.0
"""Maridav Gh Limited",8,8,0,0,0,8,100.0,100.0
Emil Pharmaceutical Industries Private Limited 101 Mangalam Kulupwadi Near National Park Borivali,8,8,0,1,0,8,100.0,100.0
"Feedico Co. Limited., Accra",8,0,8,1,0,8,100.0,0.0
"Zenex Animal Health India Private Limited - 9Th Floor N.G. Tower, Satellite Cross Roads Ahmedabad-380 015, Gujrat, India",7,5,0,1,0,7,100.0,71.4
Pfizer Specialities Limited 7 Barnes Road Farra Avenue Adabraka,7,7,0,3,0,7,100.0,100.0
Abbott Laboratories,7,7,0,2,0,6,100.0,100.0
Atlantic Lifesciences Limited - P. O. Box Pp 103 Prampram,7,7,0,1,7,7,0.0,100.0
Ciron Drugs & Pharmaceuticals Pvt Limited C 1101 1102 Lotus Corporate Park Graham Firth Steel Compound Jay Coach Junction Western Express Highway Goregaon,7,7,0,1,0,7,100.0,100.0
"Exclusive La Foods, Accra",7,0,4,1,3,3,57.1,0.0
"Mac-Arthur Limited. Com., Accra G/A",7,0,7,3,0,7,100.0,0.0
"Charlieboy Ent., Nkawkaw, E/R",7,0,0,6,0,7,100.0,0.0
Multivet Ghana Limited,7,7,0,3,0,7,100.0,100.0
Iona Pharmacy,7,7,0,1,0,7,100.0,100.0
"Prima Pharma - Btm/Bn/42 Borteyman, Accra",7,7,0,1,0,7,100.0,100.0
Wellkind Pharmaceutical Private Limited,7,7,0,1,0,7,100.0,100.0
"Izo S.R.L.A Socio Unico, Via San Zeno 99/A 25124 Brescia Italy",7,7,0,1,0,7,100.0,100.0
Vmd N.V,7,7,0,2,0,7,100.0,100.0
"Stedman Pharmaceuticals Pvt Limited, C-4 Sidco Pharmaceutical Complex, Alathur Thiroponur 603 110, Tanil Nadu, India",7,7,0,1,0,7,100.0,100.0
"Ferrer Internacional, S.A. Gran Via Carlus 94-08028, Barcelona, Spain",7,7,0,1,0,7,100.0,100.0
"Sun City Limited., Accra",7,0,6,4,0,7,100.0,0.0
Golden Tower Limited,7,7,0,1,4,7,42.9,100.0
Gonadosan Distribution Gmbh Romerstrasse 2 6900 Bregenz Austria,7,7,0,0,0,7,100.0,100.0
"Gracepong Enterprise, Accra, Ga/R",7,0,7,0,0,0,100.0,0.0
Aura Pharmaceuticals Pvt Limited 306 A Hain Om Plaza M G Road Borivali,7,7,0,1,0,7,100.0,100.0
"Ck Meat & Seafood, Accra",7,0,7,1,7,7,0.0,0.0
"Ferring Pharmaceuticals Sa, Jordan Abdali Area, Rahik Al Hariri Avenue The Badevard, Jordan",7,6,0,2,0,7,100.0,85.7
Dh Limited Company,7,0,3,6,0,7,100.0,0.0
Atlantic Life Science Limited,7,7,0,1,3,7,57.1,100.0
Atlantic Lifesciences Limited,7,7,0,1,5,7,28.6,100.0
"Pfizer Specialities Limited - 7 Th Floor, Heritage Place",7,7,0,4,0,7,100.0,100.0
"Cave And Gardens Ghana Limited, Accra",7,0,7,2,0,7,100.0,0.0
Modi Mudipharma Private Limited 1400 Modi Tower 98 Nehra Place New Delhi 110019 India,7,7,0,0,0,7,100.0,100.0
Dps Gmbh Limited,7,7,0,1,0,7,100.0,100.0
"B & O Pharm - Zac De La Masquere- 500 Rue De L'Hers- 31750 Escalquens, France",7,7,0,2,0,7,100.0,100.0
"Pegasus Pet Center Limited., Accra",7,0,7,3,0,7,100.0,0.0
"Pepmaster Foods Limited., Tema",7,0,3,1,7,7,0.0,0.0
Procom Logistics Limited,7,0,7,1,0,0,100.0,0.0
"Cherry Pine Farms Limited., Accra",7,0,6,1,4,4,42.9,0.0
"Cheaper Lines Limited., Tarkwa, W/R",7,0,2,5,0,7,100.0,0.0
Aristopharma Limited,7,7,0,0,0,6,100.0,100.0
Principle Healthcare International Limited,7,7,0,1,0,7,100.0,100.0
"Tankwa Bia Vent., Accra",7,0,7,1,7,7,0.0,0.0
"Arla Foods Limited., Tema",7,0,7,3,0,7,100.0,0.0
Artemis Sciences Limited,7,7,0,0,0,7,100.0,100.0
"Stallion Laboratories Private Limited - 8Th Floor, Devpath Behind Lal Bungalow",7,7,0,1,0,7,100.0,100.0
Fountain Foods Limited,7,0,4,1,7,3,0.0,0.0
"Forward Thinkers Farm., Accra",7,0,6,1,7,7,0.0,0.0
"Nkulenu Industries Limited., Accra",7,0,6,1,7,6,0.0,0.0
"Wilmar Africa Limited., Tema",7,0,7,3,3,6,57.1,0.0
"Yew Supplemets. - Plot No-6,At Post Chadoar,Ta-Palanpur 385001,Dist-Bnanskantha,Gujarat, India",7,7,0,1,0,7,100.0,100.0
Innocia Lifesciences Pvt. Limited,7,7,0,0,0,7,100.0,100.0
"A & Z Life Science Limited - Company House No. 24, Yellow Tall Street Cfc Estate, Dome",7,7,0,1,4,7,42.9,100.0
"A Sarps Pharmacy And Cosmetics Limited, East Airport ,Accra-Ghana",7,7,0,0,0,7,100.0,100.0
Geo Medicore Limited,7,7,0,2,2,6,71.4,100.0
Habmay Pharmaceuticals Limited,7,7,0,1,0,7,100.0,100.0
"Almcana Limited., Accra",7,0,7,1,0,5,100.0,0.0
"Ally Commodites Limited., Accra",7,0,3,6,0,7,100.0,0.0
Laprovet S.A.S 7 Rue Du Tertreau,7,5,0,1,0,7,100.0,71.4
Esiko Impex Companyltd,7,0,2,6,0,5,100.0,0.0
Sanbao,7,7,0,1,6,7,14.3,100.0
"Montana Montaire Enterprise, Tema",7,0,7,3,0,7,100.0,0.0
Owford Ventures,7,4,0,1,0,7,100.0,57.1
"Pakro Gh Limited., Accra",7,0,7,1,0,7,100.0,0.0
"Nyastek Ent., Accra",7,0,7,2,1,7,85.7,0.0
"The Wine Croft Limited., Accra",7,0,7,2,0,7,100.0,0.0
"Livestock & Agro Business Services., Accra",7,7,0,1,0,7,100.0,100.0
"Ft Foods Limited, Kumasi,A/R",7,0,7,1,5,5,28.6,0.0
Shreeji Ghana Private Limited Company,7,0,5,1,0,0,100.0,0.0
"G El Makarios Vent. Limited., Accra",7,0,7,1,0,7,100.0,0.0
Bliss Gvs Pharma,7,7,0,1,0,7,100.0,100.0
New Global Phamaceutical Limited,7,0,4,0,0,7,100.0,0.0
"Royal Sweet Limited., Kaneshie",7,0,7,2,5,7,28.6,0.0
"Shore Foods, Airport, G/R",7,0,7,6,0,7,100.0,0.0
"Annes Perfections, Tema",7,0,7,1,7,7,0.0,0.0
"Thali'S Ghana Limited., Accra",7,0,7,2,0,7,100.0,0.0
Cadila Healthcare Pharmaceuticals Limited,7,7,0,1,0,7,100.0,100.0
"Afro Concessions Limited., Accra",7,0,7,3,0,7,100.0,0.0
"Freeze Foods Gh. Limited., Accra",7,0,7,6,0,7,100.0,0.0
Pfizer Specialities Ghana Limited . C/O Iqvia 19 Aviation Road. Airport Residential,7,7,0,2,0,5,100.0,100.0
"Jay Kay Ind. & Inv. Limited., Accra",7,0,7,1,0,2,100.0,0.0
Hetero Labs Limited 7 2 A2 Hetero Corporate Industrial Estates Sanath Nagar Hyderabad 500 018 Telangana India,7,7,0,1,0,7,100.0,100.0
"Maxgringo Production., Accra",7,0,7,2,1,7,85.7,0.0
"Afro Organnics Essentials Limited, Accra",7,0,7,1,7,7,0.0,0.0
"The Lifestyle Unit Limited, Accra",7,0,0,1,7,7,0.0,0.0
Lucky Development Limited,7,7,0,1,0,7,100.0,100.0
Softhealth Ghana Limited P O Box Dt 1210 No 3 Nii Otseame Akushea Street Odorkor Tipper Accra,7,7,0,0,0,7,100.0,100.0
Karla Forjoe Ent,7,0,5,3,1,7,85.7,0.0
Adom Beauty Enterprise,7,0,0,1,7,1,0.0,0.0
"W H & F Frozen Food And Farm Limited. Accra, G/R",7,0,5,5,0,7,100.0,0.0
Vitacura Pharmaceuticals,7,7,0,2,0,7,100.0,100.0
R K D Pharmaceuticals,7,7,0,1,0,7,100.0,100.0
France Mod Enterprise,7,7,0,0,0,7,100.0,100.0
Centurion Laboratories Pvt Limited Plot No. P-2 Savli Biotech Park At Manjusa Tal-Savli,7,7,0,1,0,7,100.0,100.0
Johnson & Johnson - 3Rd Floor Nester Square Building Airport City Accra,7,7,0,1,0,7,100.0,100.0
"Sandview Ent., Accra",7,0,6,1,0,7,100.0,0.0
"Ernest Chemists Limited - Adjacent Provident Towers, Ring Central, Kwame Nkrumah Circle",7,7,0,2,1,7,85.7,100.0
Sama Ace Holding Limited,7,0,7,1,7,7,0.0,0.0
"Tobinco Pharmaceuticals Limited., Accra",7,7,0,1,0,7,100.0,100.0
Amhurst Enterprise,7,0,7,4,0,7,100.0,0.0
"Kamil Maihulla Limited., Accra, G/R",7,0,2,4,0,7,100.0,0.0
"Eterno Trading Ent., Tema",7,0,4,6,0,7,100.0,0.0
Till Healthcare Private Limited,7,7,0,1,0,7,100.0,100.0
"Saga Life Sciences Limited Survey No. 198/12 And 198/3 Chachrawadi Vasna, Ta Sanand, Dist Ahmedabad",7,7,0,1,0,7,100.0,100.0
Sandoz Gmbh Biochemiestrabe 10 6250 Kundi Austria,7,7,0,3,0,7,100.0,100.0
Gilat Chemist Limited,7,7,0,2,1,6,85.7,100.0
"Ebi Foods, Aflao, V/R",7,0,7,1,7,7,0.0,0.0
"Wilaman Investments., Accra",7,0,5,3,0,7,100.0,0.0
"X-Class Solutions Limited., Tema",7,0,5,3,0,6,100.0,0.0
"Wusuaa Frozen Foods, Tema",7,0,6,2,0,7,100.0,0.0
Ceva-Phylaxia Veterinarybiologicals Co Limited H-1107 Budapest Szállás U5 Hungary,6,6,0,2,0,6,100.0,100.0
Queisser Pharma Gmbh & Co Kg Schleswiger Strasse 74 24941 Flensberg Germany,6,6,0,1,0,3,100.0,100.0
"Modtay Co. Limited., Accra",6,0,5,5,1,5,83.3,0.0
Megan Chemist,6,6,0,2,0,6,100.0,100.0
Pfizer Specialties Limited,6,5,0,4,0,6,100.0,83.3
"Goldcoast Food, Herbs & Spices Limited., Kwanyako-Akotsi Rd., C/R",6,0,6,1,5,5,16.7,0.0
"Vymed Pharma Llp 174Gurudatt Society,Waghodia Road,Vadodara 390019 Gujarat India",6,4,0,1,0,6,100.0,66.7
Ivo Ghana Limited,6,0,0,1,0,1,100.0,0.0
Nutrade Limited,6,0,2,4,0,6,100.0,0.0
"Syl Silky Expert, Accra",6,0,6,1,6,6,0.0,0.0
Cheplapharm Arzneimittel Gmbh Ziegelholf 24 17489 Greifswald Germany,6,6,0,1,0,6,100.0,100.0
Chf Heron Ghana Limited,6,0,6,1,0,4,100.0,0.0
"Ice Joy Ghana Limited., Amasaman, E/R",6,0,6,1,6,6,0.0,0.0
"Clemhert Ind. Limited., Tema",6,0,6,1,6,6,0.0,0.0
"Magic Manufacturing And Bottling Limited., Accra",6,0,6,1,6,6,0.0,0.0
Mama G Venray Enterprise,6,0,5,5,1,6,83.3,0.0
Supra Pharma Limited,6,4,0,1,0,6,100.0,66.7
West Africa Container Agency Limited,6,0,3,2,0,6,100.0,0.0
Abbvie,6,6,0,2,0,6,100.0,100.0
Asterisk Life Sciences,6,6,0,1,0,6,100.0,100.0
"Imperial Strategies Limited., Accra",6,0,6,3,0,6,100.0,0.0
"Ikam Plus Co. Limited. Accra, G/R",6,0,6,4,0,6,100.0,0.0
"Nouvelle Parfumerie Gandour Gh. Limited., Accra",6,5,1,1,0,6,100.0,83.3
Norvatis Pharma Ghana Limited,6,6,0,0,0,6,100.0,100.0
Phyllyps Medical Diagnostic Company,6,0,0,1,0,6,100.0,0.0
"Pinabo Ventures, Tema, G/R",6,0,6,5,0,6,100.0,0.0
"Pharmatrust Limited, Scc New Weija Girel",6,6,0,2,1,5,83.3,100.0
Crown Healthcare Limited,6,0,0,2,0,6,100.0,0.0
Mtv Marketing,6,0,0,1,0,6,100.0,0.0
"Fele Alie Limited, Kumasi, A/R",6,0,6,5,0,6,100.0,0.0
Prisma Pharma,6,6,0,1,0,6,100.0,100.0
"Hovid Berhad 121 Jalan Tunku Abdul Rahman 30010 Ipoh Perak, Malaysia",6,6,0,1,0,6,100.0,100.0
"Accra Brewery Plc, Accra",6,0,6,1,0,6,100.0,0.0
Win-Medicare Private Limited 1400 Modi Tower 98 Nehru Place 110 019 New Delhi India,6,6,0,2,0,0,100.0,100.0
Acino Ag Leopoldstrasse 115 80804 Munich Germany,6,6,0,2,0,6,100.0,100.0
"Wellkind Pharmaceutical Private Limited - 46/4, Mahaveer Chowk, Muzaffarnagar, Ncr-Delhi",6,6,0,1,0,6,100.0,100.0
Kilitch Drugs Limited,6,6,0,1,0,6,100.0,100.0
"Novus Industries & Trading Limited, Accra",6,0,6,1,0,6,100.0,0.0
"Sulu Investments Limited, Shed No. 3&4 Free Zone Enclave, Tema, Greater Accra Region",6,0,6,1,6,6,0.0,0.0
Dmkk Enterprise,6,0,1,1,6,6,0.0,0.0
Perfect Pharmaceuticals Limited,6,6,0,1,3,5,50.0,100.0
"Mars Remedies Pvt Limited, Flat No 101 Callie Coine 5 Giribaug Society , Opp Hotel Nilam B/H National Plaza Off R C Dutt Road Alllapuri Vadodara-390007 India",6,6,0,1,0,6,100.0,100.0
"Mary Agoe Adjetey Ent., Accra",6,0,4,4,0,6,100.0,0.0
Phramatrust Limited,6,6,0,1,6,6,0.0,100.0
"Plow E-Mak International Limited., Accra G/A",6,0,6,2,0,6,100.0,0.0
Skant Healthcare Limited 31 Shiv Sagar Estate North Wing Dr Annie Besant Road Worli Mumbai 400018 India,6,6,0,1,0,6,100.0,100.0
"Remax Impex Ventures, Koforidua, E/R",6,0,6,5,0,6,100.0,0.0
"Nissivit Oak Foods., Accra",6,0,6,1,6,6,0.0,0.0
La Renon Healthcare Pvt Limited 207-208 Iscon Elegance Circle P-Prahlad Nagar Cross Roads S.G Highway Ahmedabad 380051 Gujarat India,6,6,0,2,0,4,100.0,100.0
Kubehene Special Accra G/A,6,0,4,1,6,6,0.0,0.0
Bayer West Central Africa,6,6,0,2,0,6,100.0,100.0
Borashee Pharmaceuticals Limited,6,6,0,1,0,6,100.0,100.0
"Datewell Prime Ent., Accra",6,0,4,5,0,6,100.0,0.0
"Hebei Kexing Pharmaceutical Co. Limited - No. 114 Changsheng Street, Luquan Development Zone, China",6,4,0,1,0,6,100.0,66.7
"V.S.S Vent., Accra",6,0,6,1,6,6,0.0,0.0
"Rosswood Co. Limited., Accra",6,0,4,1,6,5,0.0,0.0
Navkar Lifesciences,6,6,0,1,0,4,100.0,100.0
Danadams Pharmaceuticals Industry Limited,6,6,0,1,1,5,83.3,100.0
"Frosty Bite Gh. Limited., Accra, G/R",6,0,6,1,6,6,0.0,0.0
"Palace Shopping Mall, Accra",6,0,4,2,0,1,100.0,0.0
"Jedd Frozen Ent., Tema",6,0,6,2,0,6,100.0,0.0
"Oak Barrels Private Limited., Accra",6,0,6,2,5,6,16.7,0.0
"Glumen Ghana Limited., Accra",6,0,6,1,0,6,100.0,0.0
"Frozytrade Foods, Ahafo, B/R",6,0,3,4,0,6,100.0,0.0
"Janssen Cilag International, Nv Turnhoutseweg 30 Beerse, Belgium",6,6,0,1,0,6,100.0,100.0
"Logexperts Limited., Accra",6,0,6,2,0,6,100.0,0.0
Reiss & Co,6,2,4,3,0,6,100.0,33.3
Herbalife International Luxembourg S A R L 16 Avenue De La Gare L 1610 Luxembourg,6,6,0,2,0,0,100.0,100.0
"Korlyns Therapeutics Limited Linkfield Lane Redhill, Rh11Jl Surrey, England, United Kingdom",6,6,0,1,0,5,100.0,100.0
Cake Boss Catering & Trading Ent,6,0,4,1,6,6,0.0,0.0
"Francis Remedies Private Limited Ville Mandawali Reorhee, India",6,6,0,1,0,6,100.0,100.0
"Northern Dreamz Limited., Tamale, N/R",6,0,2,3,0,6,100.0,0.0
Three Hills Limited,6,0,6,2,0,6,100.0,0.0
Teva Pharmaceuticals Industries Limited,6,6,0,1,0,6,100.0,100.0
"Really Great Brands Limited., Airport",6,0,6,3,0,6,100.0,0.0
"Panacea Pharmaceuticals Limited 138 North Kaneshie, Accra",6,6,0,2,0,4,100.0,100.0
"Hills Extra Ent., Accra",6,0,6,2,0,6,100.0,0.0
"Snf Faustep Ent., Accra",6,0,6,1,6,6,0.0,0.0
"Lindajay Essentials Limited. Accra , G/R",6,0,6,1,6,6,0.0,0.0
Letap Pharmaceutical Limited,6,5,0,3,3,6,50.0,83.3
Medibios Laboratories,6,6,0,1,0,6,100.0,100.0
"Kadd Integrated Farms Limited. Takorawatwen, Afram Plains, E/R",6,0,6,2,2,4,66.7,0.0
"Fairafric Gh. Limited., Accra",6,0,6,1,6,6,0.0,0.0
Legon Trading Company Limited,6,0,6,5,0,6,100.0,0.0
"Samgyem 2022 Ent,Kumasi-A/R",6,0,6,1,0,5,100.0,0.0
"Berwus Trading Enterprise, Kumasi",6,0,6,1,0,6,100.0,0.0
"Fair And Safe Limited,C/O",6,0,6,1,0,6,100.0,0.0
"P.A. Agro Farms Limited, Nkoranza-Nyinase",6,0,6,1,6,6,0.0,0.0
"Ebonu Hyia Limited Company, Half Assin",6,0,5,6,0,6,100.0,0.0
"Eco Feeding Gh. Limited., Tema",6,0,6,1,6,6,0.0,0.0
Shanghai Fosun Pharmaceutical Development Co. Limited Room,6,6,0,1,0,5,100.0,100.0
"Akshan Ent., Tema",6,0,4,6,0,6,100.0,0.0
"Bb Associates Limited., Accra",6,5,0,3,0,6,100.0,83.3
"E. O. Kansarfo Ventures, Adum",6,0,2,2,0,6,100.0,0.0
Health Foresight Pharmacy Limited,6,4,0,1,0,6,100.0,66.7
Biomatrix Healthcare Pvt,6,6,0,1,0,6,100.0,100.0
"Miffy Catering Services, Accra",6,0,6,1,6,6,0.0,0.0
"Trade Post Company Limited, Kumasi A/R",6,0,6,5,0,6,100.0,0.0
Medcourt Pharmacy,6,4,0,1,0,6,100.0,66.7
"Leespec Ent,A/R",6,0,6,1,6,6,0.0,0.0
